Lines changed
7
4
7
3
677
31
53
40
862
374
214
124
42
409
324
58
2
17
5
2
18
107
7
30
180
809
2
20
209
120
37
0
26
14
5
3
47
44
63
48
701
67
76
62
17
28
43
35
3
406
18
21
44
35
19
2
1
54
9
40
1
10
10
22
3
396
35
52
341
17
8
22
11
1
2
4
11
3
11
5
1
120
1017
1083
3
3
12
8
31
48
25
17
310
2
1
1
44
6
2
1
79
25
37
7
6
7
74
23
18
50
6
1
26
11
1
81
16
87
4
4
25
110
642
93
134
251
25
16
11
4
1
3
867
156
4
4
1389
177
143
1
19
297
169
56
1
3
375
2347
2497
2500
43
8
96
8
1220
2
59
1393
177
143
1
19
297
188
56
1
3
381
212
95
75
184
38
5
219
72
10
1712
1259
170
7
4
138
224
43
54
797
367
18
79
27
4
48
2
11
4618
193
178
2470
797
402
655
298
108
81
47
40
11
7
0
48
51
20
9
624
132
525
267
115
41
13
93
27
13
143
11606
11605
11606
3
0
2
525
2
1
758
62
168
110
18
502
61
189
1
41
331
6
4
9
13
33
6
1424
1463
40
28
1514
1514
4
2
11
2
1
38
9
15
1549
758
62
168
110
18
502
61
189
1
41
331
6
4
9
13
33
6
54
40
28
112
41
12
11
6
1
23
1
1563
1554
2
1550
5
13
1554
1
114
3
16
2
631
1
230
225
5
353
5
115
270
760
697
67
755
1041
16
89
2
2
81
14
2
8
8
8
1
6
258
3
268
4
40
268
2
318
225
2
340
10
89
23
55
1717
1379
112
657
221
1
344
2
85
270
67
174
12
2
56
19
10
41
6
13
890
22
470
565
497
100
46
12
1348
9
23
8
1420
1406
1365
936
49
949
55
6
4
8
941
3
930
50
980
22
7
14
9
6
0
1251
99
1468
1488
663
1
161
52
20
1403
1029
6
12
42
5
1054
5
2
81
2
152
82
11
25
1052
1063
3
77
33
1077
1066
126
1047
145
34
1313
2
1
5
11123
21
3
12464
12828
1670
1670
30
30
35
1670
155
1688
1318
3
1317
3
23
6
1327
1436
1443
457
1333
29
16
18
6
12
53
1
140
3
3
4
5
11
2
6
15
3
1357
1367
1391
0
259
13
5
6
16
15
6
0
427
200
39
46
751
5
329
1
2
2
2
2
141
20
14
2
208
5
119
7
3
39
0
7
3
24
0
2
0
52
3
5
2
82
1
29
12
5
150
322
487
0
843
839
2
142
167
170
175
75
40
202
479
61
47
1
3
23
9
2
0
511
71
22
2
23
139
1
111
11
8
1
4
4
18
1
0
154
1
154
79
14
6
10
14
106
125
1
176
53
5
11
3
13
1
285
186
9
66
0
240
72
0
1
718
8
6
40
68
0
1
10
6
14
7
100
62
9
288
2
270
1556
49
1
6
194
1804
3589
133
273
217
219
12
891
145
208
64
129
78
26
342
1428
28
60
1350
11
1374
1371
5
11
1378
1
1
1
1
1
1375
1375
0
1518
100
238
97
173
1751
81
6
2
0
84
1
1964
1943
1
3
7
1
16
66
2199
2206
2555
216
2511
32
2585
2615
2838
2810
87
17
2925
50
2910
2
1
2986
2996
26
29
1481
31
8
14
54
10
32
5
2381
12
162
39
1
6
9
72
17
16
3
17
198
447
473
236
251
785
805
806
13
815
31
54
85
1
0
27
15
50
10
41
25
0
7
1335
37
1891
6
1
362
273
10
277
57
55
52
87
62
119
1
0
215
401
3
3
32
2
58
78
1
70
9
28
3
5
85
1
1
9
30
41
1
10
28
450
82
10
36
52
192
44
1
16
30
220
48
27
315
12
26
30
0
55
2
60
322
1208
10
20
21
5
15
243
9
1
20
2
28
297
25
12
