Lines changed
0
1
84
45
2
8
28
32
122
9
26
1
9
30
60
22
30
2
34
11
43
44
18
88
8
17
13
1
31
36
164
7
193
194
202
224
166
106
259
254
57
15
62
41
24
41
45
140
142
194
1
123
72
75
4
39
54
6
165
1
135
77
140
71
233
2
147
52
1
17
382
92
1
22
78
54
8
63
1
68
70
36
1
3
43
6
1
1
4
60
1
12
63
20
5
1
60
4
22
42
25
3
1
1
1
1
1
12
46
21
25
42
28
42
1
6
25
1
4
39
39
41
4
13
3
1
29
15
16
76
35
9
1
15
23
7
34
34
12
52
3
6
5
9
3
6
16
3
1
1
19
7
8
19
106
1
125
151
207
19
91
6
114
444
7
23
17
460
512
463
462
30
16
9
462
464
52
20
556
509
118
396
13
50
113
5
7
98
414
123
7
88
2
558
12
557
90
88
91
635
593
151
176
97
146
224
94
322
320
3
313
1
56
106
25
87
319
375
261
92
39
10
47
2
72
1
2
389
1
2
4
12
5
2
19
1
21
20
17
1
6
182
23
1
1817
102
966
142
56
69
22
82
185
76
76
2610
2
29
2677
9
141
2793
242
2866
2857
305
2933
253
280
3
225
48
44
13
3017
2889
9
205
61
589
55
56
4
11
17
6
11
161
14
16
5
93
10
29
54
10
4
23
4
1
1
75
93
46
30
17
52
148
138
138
2
138
79
33
23
4
78
62
1272
1272
337
336
336
337
1311
45
1541
271
5
5
14
102
6
7
9
3
355
357
4
10
10
14
21
17
28
11
16
3
1339
78
239
6
58
2
57
2
56
7
63
1
1
39
10
6
74
2
5
1
1
3
11
8
6
1
118
39
4
8
3
28
325
116
54
3
11
6
12
78
47
2
8
13
6
4
42
1
42
62
1
23
1
85
1
45
18
3
18
2
23
3
27
63
16
24
43
57
4
37
8
82
82
117
131
8
182
207
2
4
1
207
213
216
212
25
98
7
2
15
7
114
208
54
18
405
62
411
47
1
3
2
2
2
3
95
70
2
4
3
4
1
4
194
629
3
18
2
23
3
27
640
145
2
156
4
266
30
80
1
30
628
518
518
1
628
283
20
154
13
29
19
3
18
106
1
299
880
1
105
178
121
7
182
116
2817
34
207
9
58
267
84
4
55
47
5
5
32
63
16
14
171
47
33
2
177
3
81
2
30
2
29
42
126
28
1
30
11
7
68
36
64
5
5
1
409
430
166
581
267
1
1
4
1
21
18
26
30
11
14
10
3
11
3
18
8
11
4
36
12
73
80
181
10
2
1
37
11
25
27
25
19
34
19
18
38
1
24
25
5
1
29
6
27
18
28
137
58
9
6
50
3
1
2
2
6
1
386
202
204
202
1
3
231
232
68
40
2
310
507
204
328
60
29
3
2
4
2
1
1011
105
52
127
4
93
1023
1
1024
1025
1024
55
2
45
121
114
30
1
133
1
1
34
47
2
54
38
2
1
71
140
160
80
71
5
78
55
13
42
70
65
130
9
15
1506
10
12
37
1
65
1421
1
5
123
614
459
166
107
290
22
1
231
1940
815
1498
167
3
39
2
38
33
1
82
47
78
47
3
3
228
129
2
8
24
31
88
1
60
59
57
18
1
53
20
24
20
27
1
2514
602
15
1616
7
3
56
20
29
30
3
132
42
26
40
8
1622
1663
1612
4
5
139
143
2
36
14
139
1
2
181
55
5
58
78
11
2
3
2
3
29
3
11
1
104
108
10
11
7
1
6
1
2
18
11
13
196
4
11
1
106
67
38
1
214
104
181
121
188
238
7
1
7
1
4
32
3
3
6
274
94
2
243
91
1
14
1
4
12
5
56
37
29
25
28
2
257
2
268
2
1
5
43
8
68
1
1
15
31
6
440
222
109
1
10
213
88
12
242
10
300
3
62
69
3086
3158
1
86
85
30
9
33
19
3
52
28
9
115
10
29
11
24
6
27
17
13
61
9
3
53
2
24
1
6
8
3
3
6
7
1
8
95
19
3
16
19
28
4
10
3
3
10
2
183
19
33
177
26
7
62
58
65
84
45
82
36
15
46
61
35
8
27
18
338
1
1
41
1
54
17
3
38
75
17
246
12
208
43
5
2
54
13
1
54
26
90
2
13
7
3
1
5
4
2
211
211
2
5
3
289
3
48
7
269
207
1
222
222
11
293
209
494
48
1
208
11
296
11
54
10
536
1
535
41
602
582
2
576
581
223
28
70
30
2
6
49
45
22
40
13
31
11
10
2
1
47
10
2
1
5
21
8
14
4
1
2
55
157
1
3
24
27
187
6
2
166
95
42
5
81
168
93
91
8
4
1
1
29
23
31
1
313
4
1
319
318
321
1
2
330
4
41
80
22
8
1
1
11
2
4
2
501
1
514
4
15
1
526
46
5
1
497
42
13
25
1
95
2
6
104
45
128
274
38
25
8
4
1
2
8
2
35
2
26
3
15
9
3
689
687
30
33
32
254
1
7
5
19
1
5
1
3
29
64
15
36
117
122
1
2
2
7
3
2
10
41
